Economy,Workstream,Assumption,Scenario,Justification,Signal Strength
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Pessimistic,protest,High
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Pessimistic,protest,High
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
